college,rank_2024,rank_2023,gender,caste,branch_code,branch,college_code,students_per_class,fee,seat_category
IIT Bombay,274,4500,M,SC,CE,Civil Engineering (4 Years of Bachelor of Technology),IIT,42,70000,SC
IIT Bombay,1054,65,M,ST,CE,Civil Engineering (4 Years of Bachelor of Technology),IIT,42,70000,ST
IIT Bombay,221,1115,M,ST,CE,Civil Engineering (4 Years of Bachelor of Technology),IIT,42,70000,ST
IIT Bombay,363,1796,M,General,CE,Civil Engineering (4 Years of Bachelor of Technology),IIT,42,70000,General
IIT Bombay,2557,335,M,General,CE,Civil Engineering (4 Years of Bachelor of Technology),IIT,42,70000,General
IIT Bombay,5537,770,M,General (PwD),CE,Civil Engineering (4 Years of Bachelor of Technology),IIT,42,70000,General (PwD)
IIT Bombay,184,8,M,EWS,CE,Civil Engineering (4 Years of Bachelor of Technology),IIT,42,70000,EWS
IIT Bombay,568,67,M,EWS,CSE,Computer Science and Engineering (4 Years of Bachelor of Technology),IIT,42,70000,EWS
IIT Bombay,1691,291,M,OBC-NCL,CSE,Computer Science and Engineering (4 Years of Bachelor of Technology),IIT,42,70000,OBC-NCL
IIT Bombay,1650,5,M,OBC-NCL,CSE,Computer Science and Engineering (4 Years of Bachelor of Technology),IIT,42,70000,OBC-NCL
IIT Bombay,3824,35,M,OBC-NCL (PwD),CSE,Computer Science and Engineering (4 Years of Bachelor of Technology),IIT,42,70000,OBC-NCL (PwD)
IIT Bombay,61,20,M,SC,CSE,Computer Science and Engineering (4 Years of Bachelor of Technology),IIT,42,70000,SC
IIT Bombay,990,74,M,SC,CSE,Computer Science and Engineering (4 Years of Bachelor of Technology),IIT,42,70000,SC
IIT Bombay,1673,2,M,ST,CSE,Computer Science and Engineering (4 Years of Bachelor of Technology),IIT,84,70000,ST
IIT Bombay,669,58,M,ST,CSE,Computer Science and Engineering (4 Years of Bachelor of Technology),IIT,84,70000,ST
IIT Bombay,1473,227,M,General,CSE,Computer Science and Engineering (4 Years of Bachelor of Technology),IIT,84,70000,General
IIT Bombay,1569,7,M,General,CSE,Computer Science and Engineering (4 Years of Bachelor of Technology),IIT,84,70000,General
IIT Bombay,3629,44,M,General (PwD),CSE,Computer Science and Engineering (4 Years of Bachelor of Technology),IIT,84,70000,General (PwD)
IIT Bombay,156,27,M,EWS,CSE,Computer Science and Engineering (4 Years of Bachelor of Technology),IIT,84,70000,EWS
IIT Bombay,567,113,M,EWS,CSE,Computer Science and Engineering (4 Years of Bachelor of Technology),IIT,42,65000,EWS
IIT Bombay,1410,5,M,OBC-NCL,CSE,Computer Science and Engineering (4 Years of Bachelor of Technology),IIT,42,65000,OBC-NCL
IIT Bombay,1552,10,F,OBC-NCL,CSE,Computer Science and Engineering (4 Years of Bachelor of Technology),IIT,42,65000,OBC-NCL
IIT Bombay,2854,87,F,OBC-NCL (PwD),CSE,Computer Science and Engineering (4 Years of Bachelor of Technology),IIT,42,65000,OBC-NCL (PwD)
IIT Bombay,106,1,F,SC,CSE,Computer Science and Engineering (4 Years of Bachelor of Technology),IIT,42,65000,SC
IIT Bombay,763,2102,M,SC,EC,Economics (4 Years of Bachelor of Science),IIT,42,65000,SC
IIT Bombay,2347,5963,M,SC (PwD),EC,Economics (4 Years of Bachelor of Science),IIT,42,65000,SC (PwD)
IIT Bombay,11,152,M,ST,EC,Economics (4 Years of Bachelor of Science),IIT,42,65000,ST
IIT Bombay,682,508,F,ST,EC,Economics (4 Years of Bachelor of Science),IIT,126,65000,ST
IIT Bombay,1047,895,M,General,EC,Economics (4 Years of Bachelor of Science),IIT,126,65000,General
IIT Bombay,4718,1330,M,General,EC,Economics (4 Years of Bachelor of Science),IIT,126,65000,General
IIT Bombay,9292,1343,M,General (PwD),EC,Economics (4 Years of Bachelor of Science),IIT,126,65000,General (PwD)
IIT Bombay,219,811,M,EWS,EC,Economics (4 Years of Bachelor of Science),IIT,126,65000,EWS
IIT Bombay,1060,1654,M,EWS,EC,Economics (4 Years of Bachelor of Science),IIT,126,65000,EWS
IIT Bombay,2019,973,F,OBC-NCL,EC,Economics (4 Years of Bachelor of Science),IIT,126,65000,OBC-NCL
IIT Bombay,2716,480,M,OBC-NCL,EC,Economics (4 Years of Bachelor of Science),IIT,126,65000,OBC-NCL
IIT Bombay,5973,481,M,SC,EE,Electrical Engineering (4 Years of Bachelor of Technology),IIT,126,65000,SC
IIT Bombay,1267,1286,M,SC,EE,Electrical Engineering (4 Years of Bachelor of Technology),IIT,126,65000,SC
IIT Bombay,1874,32,F,ST,EE,Electrical Engineering (4 Years of Bachelor of Technology),IIT,126,65000,ST
IIT Bombay,830,80,M,ST,EE,Electrical Engineering (4 Years of Bachelor of Technology),IIT,126,65000,ST
IIT Bombay,1587,133,M,General,EE,Electrical Engineering (4 Years of Bachelor of Technology),IIT,126,65000,General
IIT Bombay,1726,273,F,General,EE,Electrical Engineering (4 Years of Bachelor of Technology),IIT,126,65000,General
IIT Bombay,4762,388,M,General (PwD),EE,Electrical Engineering (4 Years of Bachelor of Technology),IIT,126,65000,General (PwD)
IIT Bombay,63,930,F,EWS,EE,Electrical Engineering (4 Years of Bachelor of Technology),IIT,126,65000,EWS
IIT Bombay,303,45,M,EWS,EE,Electrical Engineering (4 Years of Bachelor of Technology),IIT,126,65000,EWS
IIT Bombay,706,195,M,OBC-NCL,EE,Electrical Engineering (4 Years of Bachelor of Technology),IIT,126,65000,OBC-NCL
IIT Bombay,1196,626,F,OBC-NCL,EE,Electrical Engineering (4 Years of Bachelor of Technology),IIT,126,65000,OBC-NCL
IIT Bombay,3817,90,M,SC,EE,Electrical Engineering (4 Years of Bachelor of Technology),IIT,126,65000,SC
IIT Bombay,999,264,F,SC,EE,Electrical Engineering (4 Years of Bachelor of Technology),IIT,126,65000,SC
IIT Bombay,1052,981,M,ST,EE,Electrical Engineering (5 Years of Bachelor and Master of Technology (Dual Degree)),IIT,126,65000,ST
IIT Bombay,351,3007,M,ST,EE,Electrical Engineering (5 Years of Bachelor and Master of Technology (Dual Degree)),IIT,126,65000,ST
IIT Bombay,1404,149,M,General,EE,Electrical Engineering (5 Years of Bachelor and Master of Technology (Dual Degree)),IIT,126,65000,General
IIT Bombay,1685,253,M,General,EE,Electrical Engineering (5 Years of Bachelor and Master of Technology (Dual Degree)),IIT,126,65000,General
IIT Bombay,4172,588,M,General (PwD),EE,Electrical Engineering (5 Years of Bachelor and Master of Technology (Dual Degree)),IIT,126,65000,General (PwD)
IIT Bombay,152,683,M,EWS,EE,Electrical Engineering (5 Years of Bachelor and Master of Technology (Dual Degree)),IIT,126,65000,EWS
IIT Bombay,340,1524,M,EWS,EE,Electrical Engineering (5 Years of Bachelor and Master of Technology (Dual Degree)),IIT,126,65000,EWS
IIT Bombay,1319,393,M,EWS (PwD),EE,Electrical Engineering (5 Years of Bachelor and Master of Technology (Dual Degree)),IIT,126,65000,EWS (PwD)
IIT Bombay,32,957,F,OBC-NCL,EE,Electrical Engineering (5 Years of Bachelor and Master of Technology (Dual Degree)),IIT,126,65000,OBC-NCL
IIT Bombay,942,208,F,OBC-NCL,EE,Electrical Engineering (5 Years of Bachelor and Master of Technology (Dual Degree)),IIT,126,65000,OBC-NCL
IIT Bombay,2722,323,M,OBC-NCL (PwD),EE,Electrical Engineering (5 Years of Bachelor and Master of Technology (Dual Degree)),IIT,126,65000,OBC-NCL (PwD)
IIT Bombay,23,2855,M,SC,ENE,Energy Engineering (4 Years of Bachelor of Technology),IIT,126,65000,SC
IIT Bombay,476,5965,M,SC,ENE,Energy Engineering (4 Years of Bachelor of Technology),IIT,126,65000,SC
IIT Bombay,1066,152,F,ST,ENE,Energy Engineering (4 Years of Bachelor of Technology),IIT,126,65000,ST
IIT Bombay,309,787,F,ST,ENE,Energy Engineering (4 Years of Bachelor of Technology),IIT,126,65000,ST
IIT Bombay,516,2008,M,General,ENE,Energy Engineering (4 Years of Bachelor of Technology),IIT,126,65000,General
IIT Bombay,4175,1827,M,General,ENE,Energy Engineering (4 Years of Bachelor of Technology),IIT,126,65000,General
IIT Bombay,8491,3766,M,General (PwD),ENE,Energy Engineering (4 Years of Bachelor of Technology),IIT,126,65000,General (PwD)
IIT Bombay,263,1229,M,EWS,ENE,Energy Engineering (4 Years of Bachelor of Technology),IIT,126,65000,EWS
IIT Bombay,907,1702,M,EWS,ENE,Energy Engineering (4 Years of Bachelor of Technology),IIT,126,65000,EWS
IIT Bombay,1723,818,F,OBC-NCL,ENE,Energy Engineering (4 Years of Bachelor of Technology),IIT,126,65000,OBC-NCL
IIT Bombay,2136,874,F,OBC-NCL,ENE,Energy Engineering (4 Years of Bachelor of Technology),IIT,126,65000,OBC-NCL
IIT Bombay,5594,1749,M,SC,EP,Engineering Physics (4 Years of Bachelor of Technology),IIT,126,65000,SC
IIT Bombay,1369,5154,M,SC,EP,Engineering Physics (4 Years of Bachelor of Technology),IIT,126,65000,SC
IIT Bombay,2276,70,M,ST,EP,Engineering Physics (4 Years of Bachelor of Technology),IIT,126,65000,ST
IIT Bombay,641,610,M,ST,EP,Engineering Physics (4 Years of Bachelor of Technology),IIT,126,65000,ST
IIT Bombay,1251,2169,F,General,EP,Engineering Physics (4 Years of Bachelor of Technology),IIT,126,65000,General
IIT Bombay,10181,1546,M,General,EP,Engineering Physics (4 Years of Bachelor of Technology),IIT,126,65000,General
IIT Bombay,18004,3228,M,EWS,EP,Engineering Physics (4 Years of Bachelor of Technology),IIT,126,65000,EWS
IIT Bombay,1590,897,M,EWS,EP,Engineering Physics (4 Years of Bachelor of Technology),IIT,126,65000,EWS
IIT Bombay,3230,2329,M,OBC-NCL,EP,Engineering Physics (4 Years of Bachelor of Technology),IIT,126,65000,OBC-NCL
IIT Bombay,4664,784,M,OBC-NCL,EP,Engineering Physics (4 Years of Bachelor of Technology),IIT,126,65000,OBC-NCL
IIT Bombay,8700,1178,M,SC,EP,Engineering Physics (4 Years of Bachelor of Technology),IIT,126,65000,SC
IIT Bombay,2555,5401,M,SC,ESE,Environmental Science and Engineering (4 Years of Bachelor of Technology),IIT,126,65000,SC
IIT Bombay,4116,10623,M,ST,ESE,Environmental Science and Engineering (4 Years of Bachelor of Technology),IIT,126,65000,ST
IIT Bombay,1400,1187,F,General,ESE,Environmental Science and Engineering (4 Years of Bachelor of Technology),IIT,126,65000,General
IIT Bombay,13000,2256,M,General,ESE,Environmental Science and Engineering (4 Years of Bachelor of Technology),IIT,126,65000,General
IIT Bombay,21466,3152,M,EWS,ESE,Environmental Science and Engineering (4 Years of Bachelor of Technology),IIT,126,65000,EWS
IIT Bombay,2143,4103,M,EWS,ESE,Environmental Science and Engineering (4 Years of Bachelor of Technology),IIT,126,65000,EWS
IIT Bombay,3873,1472,F,OBC-NCL,ESE,Environmental Science and Engineering (4 Years of Bachelor of Technology),IIT,126,65000,OBC-NCL
IIT Bombay,5464,2287,F,OBC-NCL,ESE,Environmental Science and Engineering (4 Years of Bachelor of Technology),IIT,126,65000,OBC-NCL
IIT Bombay,9256,979,M,SC,ESE,Environmental Science and Engineering (4 Years of Bachelor of Technology),IIT,126,65000,SC
IIT Bombay,2787,1045,F,SC,ESE,Environmental Science and Engineering (4 Years of Bachelor of Technology),IIT,126,65000,SC
IIT Bombay,4427,1736,M,ST,ME,Mechanical Engineering (4 Years of Bachelor of Technology),IIT,126,65000,ST
IIT Bombay,1453,4173,M,General,ME,Mechanical Engineering (4 Years of Bachelor of Technology),IIT,126,65000,General
IIT Bombay,3980,66,M,General,ME,Mechanical Engineering (4 Years of Bachelor of Technology),IIT,126,65000,General
IIT Bombay,7886,376,M,EWS,ME,Mechanical Engineering (4 Years of Bachelor of Technology),IIT,126,65000,EWS
IIT Bombay,671,756,M,EWS,ME,Mechanical Engineering (4 Years of Bachelor of Technology),IIT,126,65000,EWS
IIT Bombay,1517,14,M,OBC-NCL,ME,Mechanical Engineering (4 Years of Bachelor of Technology),IIT,126,65000,OBC-NCL
IIT Bombay,1767,972,M,OBC-NCL,ME,Mechanical Engineering (4 Years of Bachelor of Technology),IIT,126,65000,OBC-NCL
IIT Bombay,4641,2457,M,OBC-NCL (PwD),ME,Mechanical Engineering (4 Years of Bachelor of Technology),IIT,126,65000,OBC-NCL (PwD)
IIT Bombay,118,49,M,SC,ME,Mechanical Engineering (4 Years of Bachelor of Technology),IIT,126,65000,SC
IIT Bombay,1086,496,M,SC,ME,Mechanical Engineering (4 Years of Bachelor of Technology),IIT,126,65000,SC
IIT Bombay,1940,1226,M,ST,ME,Mechanical Engineering (4 Years of Bachelor of Technology),IIT,126,65000,ST
IIT Bombay,678,261,M,General,ME,Mechanical Engineering (4 Years of Bachelor of Technology),IIT,126,65000,General
IIT Bombay,5522,513,M,General,ME,Mechanical Engineering (4 Years of Bachelor of Technology),IIT,126,65000,General
IIT Bombay,11152,4649,M,EWS,MEMS,Metallurgical Engineering and Materials Science (4 Years of Bachelor of Technology),IIT,126,65000,EWS
IIT Bombay,969,7924,M,EWS,MEMS,Metallurgical Engineering and Materials Science (4 Years of Bachelor of Technology),IIT,126,65000,EWS
IIT Bombay,2281,157,F,OBC-NCL,MEMS,Metallurgical Engineering and Materials Science (4 Years of Bachelor of Technology),IIT,126,65000,OBC-NCL
IIT Bombay,2914,1127,M,OBC-NCL,MEMS,Metallurgical Engineering and Materials Science (4 Years of Bachelor of Technology),IIT,126,65000,OBC-NCL
IIT Bombay,6353,2213,F,SC,MEMS,Metallurgical Engineering and Materials Science (4 Years of Bachelor of Technology),IIT,126,65000,SC
IIT Bombay,1751,2461,F,SC,MEMS,Metallurgical Engineering and Materials Science (4 Years of Bachelor of Technology),IIT,126,65000,SC
IIT Bombay,3313,4688,F,ST,MEMS,Metallurgical Engineering and Materials Science (4 Years of Bachelor of Technology),IIT,126,65000,ST
IIT Bombay,1096,1414,F,General,MEMS,Metallurgical Engineering and Materials Science (4 Years of Bachelor of Technology),IIT,126,65000,General
IIT Bombay,13153,2796,M,General,MEMS,Metallurgical Engineering and Materials Science (4 Years of Bachelor of Technology),IIT,126,65000,General
IIT Bombay,21077,804,F,EWS,MEMS,Metallurgical Engineering and Materials Science (4 Years of Bachelor of Technology),IIT,126,65000,EWS
IIT Bombay,2215,813,F,EWS,MEMS,Metallurgical Engineering and Materials Science (4 Years of Bachelor of Technology),IIT,126,65000,EWS
IIT Mandi,3790,12260,M,OBC-NCL,B.Tech,B.Tech in General Engineering (4 Years of Bachelor of Technology),IIT,126,65000,OBC-NCL
IIT Mandi,5494,18857,M,SC,B.Tech,B.Tech in General Engineering (4 Years of Bachelor of Technology),IIT,126,65000,SC
IIT Mandi,3050,245,M,SC,B.Tech,B.Tech in General Engineering (4 Years of Bachelor of Technology),IIT,42,65000,SC
IIT Mandi,4477,1958,M,ST,B.Tech,B.Tech in General Engineering (4 Years of Bachelor of Technology),IIT,42,65000,ST
IIT Mandi,1502,4357,F,General,B.Tech,B.Tech in General Engineering (4 Years of Bachelor of Technology),IIT,42,65000,General
IIT Mandi,15365,5433,M,General,B.Tech,B.Tech in General Engineering (4 Years of Bachelor of Technology),IIT,42,65000,General
IIT Mandi,22121,3080,M,EWS,B.Tech,B.Tech in General Engineering (4 Years of Bachelor of Technology),IIT,42,65000,EWS
IIT Mandi,2353,3410,F,EWS,B.Tech,B.Tech in General Engineering (4 Years of Bachelor of Technology),IIT,42,65000,EWS
IIT Mandi,4093,1308,M,OBC-NCL,B.Tech,B.Tech in General Engineering (4 Years of Bachelor of Technology),IIT,42,65000,OBC-NCL
IIT Mandi,5884,15784,F,SC,B.Tech,B.Tech in Materials Science and Engineering (4 Years of Bachelor of Technology),IIT,42,65000,SC
IIT Mandi,3161,22150,F,SC,B.Tech,B.Tech in Materials Science and Engineering (4 Years of Bachelor of Technology),IIT,42,65000,SC
IIT Mandi,4482,2464,M,ST,B.Tech,B.Tech in Materials Science and Engineering (4 Years of Bachelor of Technology),IIT,42,65000,ST
IIT Mandi,1493,3808,M,General,B.Tech,B.Tech in Materials Science and Engineering (4 Years of Bachelor of Technology),IIT,42,65000,General
IIT Mandi,11505,5906,M,General,B.Tech,B.Tech in Materials Science and Engineering (4 Years of Bachelor of Technology),IIT,42,65000,General
IIT Mandi,21013,3056,M,EWS,B.Tech,B.Tech in Materials Science and Engineering (4 Years of Bachelor of Technology),IIT,42,65000,EWS
IIT Mandi,1947,4657,F,EWS,B.Tech,B.Tech in Materials Science and Engineering (4 Years of Bachelor of Technology),IIT,42,65000,EWS
IIT Mandi,3738,1535,M,OBC-NCL,B.Tech,B.Tech in Materials Science and Engineering (4 Years of Bachelor of Technology),IIT,42,65000,OBC-NCL
IIT Mandi,4705,4265,F,OBC-NCL,B.Tech,B.Tech in Mathematics and Computing (4 Years of Bachelor of Technology),IIT,42,65000,OBC-NCL
IIT Mandi,8938,9114,M,SC,B.Tech,B.Tech in Mathematics and Computing (4 Years of Bachelor of Technology),IIT,42,65000,SC
IIT Mandi,2525,723,M,SC,B.Tech,B.Tech in Mathematics and Computing (4 Years of Bachelor of Technology),IIT,42,65000,SC
IIT Mandi,4097,1904,M,ST,B.Tech,B.Tech in Mathematics and Computing (4 Years of Bachelor of Technology),IIT,42,65000,ST
IIT Mandi,795,1956,F,ST,B.Tech,B.Tech in Mathematics and Computing (4 Years of Bachelor of Technology),IIT,42,65000,ST
IIT Mandi,1526,3791,M,General,B.Tech,B.Tech in Mathematics and Computing (4 Years of Bachelor of Technology),IIT,42,65000,General
IIT Mandi,2909,1305,F,General,B.Tech,B.Tech in Mathematics and Computing (4 Years of Bachelor of Technology),IIT,84,65000,General
IIT Mandi,6667,2397,F,General (PwD),B.Tech,B.Tech in Mathematics and Computing (4 Years of Bachelor of Technology),IIT,84,65000,General (PwD)
IIT Mandi,178,735,F,General (PwD),B.Tech,B.Tech in Mathematics and Computing (4 Years of Bachelor of Technology),IIT,84,65000,General (PwD)
IIT Mandi,258,7077,F,EWS,B.Tech,B.Tech in Microelectronics & VLSI (4 Years of Bachelor of Technology),IIT,84,65000,EWS
IIT Mandi,454,11768,M,EWS,B.Tech,B.Tech in Microelectronics & VLSI (4 Years of Bachelor of Technology),IIT,84,65000,EWS
IIT Mandi,1058,75,M,EWS (PwD),B.Tech,B.Tech in Microelectronics & VLSI (4 Years of Bachelor of Technology),IIT,84,65000,EWS (PwD)
IIT Mandi,25,990,M,OBC-NCL,B.Tech,B.Tech in Microelectronics & VLSI (4 Years of Bachelor of Technology),IIT,84,65000,OBC-NCL
IIT Mandi,1269,2440,M,OBC-NCL,B.Tech,B.Tech in Microelectronics & VLSI (4 Years of Bachelor of Technology),IIT,84,65000,OBC-NCL
IIT Mandi,3578,3101,M,OBC-NCL (PwD),B.Tech,B.Tech in Microelectronics & VLSI (4 Years of Bachelor of Technology),IIT,84,65000,OBC-NCL (PwD)
IIT Mandi,104,4800,F,SC,B.Tech,B.Tech in Microelectronics & VLSI (4 Years of Bachelor of Technology),IIT,84,65000,SC
IIT Mandi,737,1882,M,SC,B.Tech,B.Tech in Microelectronics & VLSI (4 Years of Bachelor of Technology),IIT,84,65000,SC
IIT Mandi,1732,3027,M,ST,B.Tech,B.Tech in Microelectronics & VLSI (4 Years of Bachelor of Technology),IIT,84,65000,ST
IIT Mandi,371,1205,M,ST,B.Tech,B.Tech in Microelectronics & VLSI (4 Years of Bachelor of Technology),IIT,84,65000,ST
IIT Mandi,870,16085,M,General,BE,Bio Engineering (4 Years of Bachelor of Technology),IIT,84,65000,General
IIT Mandi,3867,21027,M,General,BE,Bio Engineering (4 Years of Bachelor of Technology),IIT,84,65000,General
IIT Mandi,8610,2760,M,General (PwD),BE,Bio Engineering (4 Years of Bachelor of Technology),IIT,84,65000,General (PwD)
IIT Mandi,52,4151,M,EWS,BE,Bio Engineering (4 Years of Bachelor of Technology),IIT,84,65000,EWS
IIT Mandi,595,6181,F,EWS,BE,Bio Engineering (4 Years of Bachelor of Technology),IIT,84,65000,EWS
IIT Mandi,1164,3308,M,OBC-NCL,BE,Bio Engineering (4 Years of Bachelor of Technology),IIT,84,65000,OBC-NCL
IIT Mandi,1679,4152,M,OBC-NCL,BE,Bio Engineering (4 Years of Bachelor of Technology),IIT,84,65000,OBC-NCL
IIT Mandi,4056,1552,F,SC,BE,Bio Engineering (4 Years of Bachelor of Technology),IIT,84,65000,SC
IIT Mandi,943,17287,M,SC,BS,BS in Chemical Sciences (4 Years of Bachelor of Science),IIT,84,65000,SC
